url,resolved_url,http_status,retrieval,retrieved_text_sha256
https://mypy.readthedocs.io/en/stable/existing_code.html,https://mypy.readthedocs.io/en/stable/existing_code.html,200,text retrieved; not a claim-validation verdict,1836a1abe0afdebf01fc417475781354689ba2bdd7e78c966b89096363f6a35a
https://mypy.readthedocs.io/en/stable/error_code_list2.html,https://mypy.readthedocs.io/en/stable/error_code_list2.html,200,text retrieved; not a claim-validation verdict,885a80b02f3115071d53a5da4dcb139021318f91a00a633e241f4ce59a885806
https://docs.astral.sh/ruff/rules/manual-from-import/,https://docs.astral.sh/ruff/rules/manual-from-import/,200,text retrieved; not a claim-validation verdict,7ba43b9ff48d06521dbd9568a98e3eaa7333ccabc8999c003f78bdfc2321bebb
https://docs.astral.sh/ruff/settings/,https://docs.astral.sh/ruff/settings/,200,text retrieved; not a claim-validation verdict,d3520dc246465ebe7a26e0a8cae9f887a3faa57a7c351f5afcd4bcfcd5bbe3cf
https://docs.astral.sh/ruff/rules/line-too-long/,https://docs.astral.sh/ruff/rules/line-too-long/,200,text retrieved; not a claim-validation verdict,155b33a863dbb300139b4315f3e1f97d29016dbbb69dd6c79baad9ee99664c16
https://docs.astral.sh/ruff/rules/doc-line-too-long/,https://docs.astral.sh/ruff/rules/doc-line-too-long/,200,text retrieved; not a claim-validation verdict,da830e5c4dcac7e4d4e2df7804f1c350d8283b3737b81b11bdb48bfaeff8b5d1
https://docs.astral.sh/ruff/rules/mutable-argument-default/,https://docs.astral.sh/ruff/rules/mutable-argument-default/,200,text retrieved; not a claim-validation verdict,127e16fc843a341b1ef3e8af768a59f9063bd6f7bd7bd2b47e58cf39962da400
https://docs.astral.sh/ruff/rules/mutable-dataclass-default/,https://docs.astral.sh/ruff/rules/mutable-dataclass-default/,200,text retrieved; not a claim-validation verdict,bae969019f816fd080e841b730d5e00b24743971834a197c38acd40f5fee7b85
https://docs.astral.sh/ruff/rules/mutable-class-default/,https://docs.astral.sh/ruff/rules/mutable-class-default/,200,text retrieved; not a claim-validation verdict,3cb16c8d1264ba2fe8fbbc8b572d933d54799740dcddb16ab19f882fd14ed5cf
https://docs.astral.sh/uv/concepts/projects/layout/,https://docs.astral.sh/uv/concepts/projects/layout/,200,text retrieved; not a claim-validation verdict,1703b8423762b9b3fe33c22c4269a96dfb8168a1224a42695313606d7c49b920
https://docs.astral.sh/uv/guides/projects/,https://docs.astral.sh/uv/guides/projects/,200,text retrieved; not a claim-validation verdict,a63ec977585d35df24e743a368f79897f3234ae8eb692188e2e054ca6e4acdfd
https://wemake-python-styleguide.readthedocs.io/en/stable/index.html,https://wemake-python-styleguide.readthedocs.io/en/stable/index.html,200,text retrieved; not a claim-validation verdict,f2d1185944e446b7b545d906d4781dabbbaab5857c19750587f1bccab03836f6
https://wemake-python-styleguide.readthedocs.io/en/latest/pages/usage/violations/complexity.html,https://wemake-python-styleguide.readthedocs.io/en/latest/pages/usage/violations/complexity.html,200,text retrieved; not a claim-validation verdict,b796fe536ae81ae44666868746607b6c786e3bea02e13484f130e135a080fe19
https://import-linter.readthedocs.io/en/stable/contract_types/,https://import-linter.readthedocs.io/en/stable/contract_types/,200,text retrieved; not a claim-validation verdict,58d7aa004fb75cfbac9a57234fa88088113e9117f31d0dadb55db9a349a8227a
https://docs.astral.sh/ruff/formatter/,https://docs.astral.sh/ruff/formatter/,200,text retrieved; not a claim-validation verdict,337951dac0454c17f9b01ebf5c0ba68f3afa31fe732fa9a1fef12523d27bdd60
https://docs.astral.sh/uv/concepts/projects/init/,https://docs.astral.sh/uv/concepts/projects/init/,200,text retrieved; not a claim-validation verdict,3d245015a6d4fdb5615d0110ed5fabee4b872a981630e777f99e09505f9db707
https://docs.astral.sh/uv/concepts/projects/workspaces/,https://docs.astral.sh/uv/concepts/projects/workspaces/,200,text retrieved; not a claim-validation verdict,ac03e61dec449749b5b961ebeb22fe53bed13c1f44b5492a8c9b55c92339a80f
https://pypi.org/project/uv/0.12.10/,https://pypi.org/project/uv/0.12.10/,200,text retrieved; not a claim-validation verdict,0184275d0f8e377d2687816dcc9ca3207837c8617962f354c38e7e81c01388b6
https://pypi.org/project/ruff/0.16.6/,https://pypi.org/project/ruff/0.16.6/,200,challenge-page; not source content,32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea
https://docs.astral.sh/uv/guides/package/,https://docs.astral.sh/uv/guides/package/,200,text retrieved; not a claim-validation verdict,0a0a36ef142dfe19de66755635ccf29bfc7e729b27d2eb0f12f9441f664e4f93
https://pylint.readthedocs.io/en/latest/whatsnew/4/4.1/index.html,https://pylint.readthedocs.io/en/latest/whatsnew/4/4.1/index.html,200,text retrieved; not a claim-validation verdict,e0b8354d508a3d252bf959da1ec180b300839a975a70219dc3d09898bbb7d350
https://pylint.readthedocs.io/en/v4.0.8/user_guide/checkers/features.html,https://pylint.readthedocs.io/en/v4.0.8/user_guide/checkers/features.html,200,text retrieved; not a claim-validation verdict,86027f7a673b037d9686a94fed48bba81a4f7b2fbedcc2c4d57bd949a1336967
https://pylint.readthedocs.io/en/stable/user_guide/configuration/all-options.html,https://pylint.readthedocs.io/en/stable/user_guide/configuration/all-options.html,200,text retrieved; not a claim-validation verdict,8669eb5643e648968e9de70251955a189c9aa845bf17df09b736f834c4f22ef7
https://pypi.org/project/ruff/0.16.5/,https://pypi.org/project/ruff/0.16.5/,200,challenge-page; not source content,32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea
https://pypi.org/project/uv/,https://pypi.org/project/uv/,200,text retrieved; not a claim-validation verdict,f43c0c12ccc3c78c66ee75a9498c047a5e211e4e98182fddf43ad408476ee711
https://pypi.org/project/basedpyright/1.39.10/,https://pypi.org/project/basedpyright/1.39.10/,200,challenge-page; not source content,32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea
https://pypi.org/project/uv/0.12.3/,https://pypi.org/project/uv/0.12.3/,200,challenge-page; not source content,32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea
https://pypi.org/project/uv/0.12.2/,https://pypi.org/project/uv/0.12.2/,200,challenge-page; not source content,32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea
https://docs.astral.sh/uv/concepts/projects/config/,https://docs.astral.sh/uv/concepts/projects/config/,200,text retrieved; not a claim-validation verdict,38a8e2fb566d9d4a75b6c88eb6a2ddecec5e6fbbe59dbbeb621422ec1864eae2
https://docs.astral.sh/uv/concepts/preview/,https://docs.astral.sh/uv/concepts/preview/,200,text retrieved; not a claim-validation verdict,23eada5c46e4fcd119e43eab22995b0ba409d47cdcf5b42594d103138168628b
https://docs.astral.sh/uv/pip/compile/,https://docs.astral.sh/uv/pip/compile/,200,text retrieved; not a claim-validation verdict,c2d7a3d985ff881ed4776412e89de30d3791a04860b8f7efc664a34bf9a10e83
https://pylint.readthedocs.io/en/latest/user_guide/messages/convention/wrong-import-order.html,https://pylint.readthedocs.io/en/latest/user_guide/messages/convention/wrong-import-order.html,200,text retrieved; not a claim-validation verdict,664304d898b0ccb6fc66f621eee8dcd55703581bdd67ad4f8ec426f22cc9516a
https://pypi.org/project/uv/0.11.30/,https://pypi.org/project/uv/0.11.30/,200,challenge-page; not source content,32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea
https://pylint.readthedocs.io/en/latest/user_guide/messages/error/duplicate-argument-name.html,https://pylint.readthedocs.io/en/latest/user_guide/messages/error/duplicate-argument-name.html,200,text retrieved; not a claim-validation verdict,8a47f793c21c4dc20b8bab4c347c4171b4a24a32896f248e66a50acdaf4eef6b
https://pylint.readthedocs.io/en/latest/user_guide/messages/error/duplicate-bases.html,https://pylint.readthedocs.io/en/latest/user_guide/messages/error/duplicate-bases.html,200,text retrieved; not a claim-validation verdict,a0064506e15672d7b080f72ef07c8fc7d83173ff1f309183772632012f22a118
https://pypi.org/project/ruff/0.15.21/,https://pypi.org/project/ruff/0.15.21/,200,challenge-page; not source content,32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea
https://pypi.org/project/basedpyright/1.39.9/,https://pypi.org/project/basedpyright/1.39.9/,200,challenge-page; not source content,32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea
https://docs.astral.sh/uv/getting-started/features/,https://docs.astral.sh/uv/getting-started/features/,200,text retrieved; not a claim-validation verdict,e06fa2e8d4d0bdc778de25a2cafdd921c407c6d116d176239240e5b1c756f631
https://pylint.readthedocs.io/en/stable/user_guide/usage/index.html,https://pylint.readthedocs.io/en/stable/user_guide/usage/index.html,200,text retrieved; not a claim-validation verdict,4bb93226da30c41f2a15c557ab85d8dad9d80d3cc5d39ec449ed2cf51d79d09e
https://pylint.readthedocs.io/en/stable/user_guide/messages/error/too-many-function-args.html,https://pylint.readthedocs.io/en/stable/user_guide/messages/error/too-many-function-args.html,200,text retrieved; not a claim-validation verdict,cd1e40ed055f96eef8fdf5ecdac3fe5072adaf852ab65021f8fdf380c7b4edfe
https://pypi.org/project/uv/0.11.20/,https://pypi.org/project/uv/0.11.20/,200,challenge-page; not source content,32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea
https://pypi.org/project/basedpyright/1.39.7/,https://pypi.org/project/basedpyright/1.39.7/,200,challenge-page; not source content,32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea
https://pypi.org/project/ruff/0.15.16/,https://pypi.org/project/ruff/0.15.16/,200,challenge-page; not source content,32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea
https://pypi.org/project/ruff/0.15.15/,https://pypi.org/project/ruff/0.15.15/,200,challenge-page; not source content,32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea
https://pypi.org/project/uv/0.11.11/,https://pypi.org/project/uv/0.11.11/,200,challenge-page; not source content,32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea
https://pypi.org/project/mypy/2.0.0/,https://pypi.org/project/mypy/2.0.0/,200,challenge-page; not source content,32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea
https://pypi.org/project/basedpyright/1.39.1/,https://pypi.org/project/basedpyright/1.39.1/,200,challenge-page; not source content,32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea
https://pypi.org/project/ruff/0.15.10/,https://pypi.org/project/ruff/0.15.10/,200,challenge-page; not source content,32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea
https://pypi.org/project/uv/0.11.5/,https://pypi.org/project/uv/0.11.5/,200,challenge-page; not source content,32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea
https://pypi.org/project/basedpyright/1.39.0/,https://pypi.org/project/basedpyright/1.39.0/,200,challenge-page; not source content,32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea
https://pylint.readthedocs.io/en/latest/messages/error/duplicate-bases.html,https://pylint.readthedocs.io/en/latest/user_guide/messages/error/duplicate-bases.html,200,text retrieved; not a claim-validation verdict,a0064506e15672d7b080f72ef07c8fc7d83173ff1f309183772632012f22a118
https://pypi.org/project/uv/0.10.6/,https://pypi.org/project/uv/0.10.6/,200,challenge-page; not source content,32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea
https://pypi.org/project/ruff/0.15.2/,https://pypi.org/project/ruff/0.15.2/,200,challenge-page; not source content,32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea
https://pypi.org/project/uv/0.9.24/,https://pypi.org/project/uv/0.9.24/,200,challenge-page; not source content,32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea
https://docs.astral.sh/uv/guides/scripts/,https://docs.astral.sh/uv/guides/scripts/,200,text retrieved; not a claim-validation verdict,b9ac1147412292c584f655fb7a75bec2eddad8c853a0eefc0b4eeb1019530e9c
https://docs.astral.sh/uv/reference/cli/,https://docs.astral.sh/uv/reference/cli/,200,text retrieved; not a claim-validation verdict,0102265979d0b3e68c3336e301778783b0b0638ccfde8d6b550cae6267d00293
https://docs.astral.sh/uv/guides/tools/,https://docs.astral.sh/uv/guides/tools/,200,text retrieved; not a claim-validation verdict,217add6715ae716506ec3421e16d17c3e7931055f06715146c0a428370844d33
https://docs.astral.sh/uv/concepts/projects/export/,https://docs.astral.sh/uv/concepts/projects/export/,200,text retrieved; not a claim-validation verdict,c37c0096aeb80e353fe7b0f3c554b53db246b9ef119be27e13217c905ad2945e
https://pylint.readthedocs.io/en/v4.0.7/whatsnew/4/4.0/index.html,https://pylint.readthedocs.io/en/v4.0.7/whatsnew/4/4.0/index.html,200,text retrieved; not a claim-validation verdict,c9dec72d9cb303b44e2f9da327f1cb4c92dc5cb18f49be6ae668fd1f9f2032c4
https://pylint.readthedocs.io/en/v3.3.9/user_guide/messages/refactor/too-many-branches.html,https://pylint.readthedocs.io/en/v3.3.9/user_guide/messages/refactor/too-many-branches.html,200,text retrieved; not a claim-validation verdict,cd6791f11f36b35cfb3afd5ef1308ac81601a1b6e41570279048ce0d8e491750
https://pypi.org/project/mypy/1.18.2/,https://pypi.org/project/mypy/1.18.2/,200,challenge-page; not source content,32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea
https://pypi.org/project/ruff/0.12.7/,https://pypi.org/project/ruff/0.12.7/,200,challenge-page; not source content,32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea
https://pypi.org/project/ruff/0.12.2/,https://pypi.org/project/ruff/0.12.2/,200,challenge-page; not source content,32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea
https://pypi.org/project/uv/0.5.28/,https://pypi.org/project/uv/0.5.28/,200,challenge-page; not source content,32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea
https://pypi.org/project/basedpyright/1.26.0/,https://pypi.org/project/basedpyright/1.26.0/,200,challenge-page; not source content,32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea
https://pypi.org/project/mypy/1.14.1/,https://pypi.org/project/mypy/1.14.1/,200,challenge-page; not source content,32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea
https://pypi.org/project/basedpyright/1.17.5/,https://pypi.org/project/basedpyright/1.17.5/,200,challenge-page; not source content,32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea
https://pypi.org/project/mypy/1.11.2/,https://pypi.org/project/mypy/1.11.2/,200,challenge-page; not source content,32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea
https://pypi.org/project/mypy/1.11.1/,https://pypi.org/project/mypy/1.11.1/,200,challenge-page; not source content,32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea
https://pypi.org/project/basedpyright/1.13.0/,https://pypi.org/project/basedpyright/1.13.0/,200,challenge-page; not source content,32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea
https://pypi.org/project/basedpyright/1.12.6/,https://pypi.org/project/basedpyright/1.12.6/,200,challenge-page; not source content,32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea
https://pypi.org/project/basedpyright/1.12.0/,https://pypi.org/project/basedpyright/1.12.0/,200,challenge-page; not source content,32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea
https://pypi.org/project/basedpyright/1.0.0/,https://pypi.org/project/basedpyright/1.0.0/,200,challenge-page; not source content,32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea
https://pypi.org/project/mypy/1.7.0/,https://pypi.org/project/mypy/1.7.0/,200,challenge-page; not source content,32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea
https://pylint.readthedocs.io/en/v2.17.7/user_guide/checkers/features.html,https://pylint.readthedocs.io/en/v2.17.7/user_guide/checkers/features.html,200,text retrieved; not a claim-validation verdict,fd567d2efcc772fff2fd1d848d09e2f8bc907a6606671b7e57d531e8ffebd5d2
https://pylint.readthedocs.io/en/v2.17.7/user_guide/messages/refactor/too-many-statements.html,https://pylint.readthedocs.io/en/v2.17.7/user_guide/messages/refactor/too-many-statements.html,200,text retrieved; not a claim-validation verdict,15f13b02dde01685b24913435c7b921f58ffc8d86731ca4f559852467633ed48
https://pylint.readthedocs.io/en/v2.17.7/user_guide/checkers/extensions.html,https://pylint.readthedocs.io/en/v2.17.7/user_guide/checkers/extensions.html,200,text retrieved; not a claim-validation verdict,9db62642ad8e0b4fe84f35ef2253f3dc8fa3ef533bc6e6d363e5a2e17654f9bf
https://pypi.org/project/mypy/1.5.0/,https://pypi.org/project/mypy/1.5.0/,200,challenge-page; not source content,32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea
https://pylint.readthedocs.io/en/v2.15.10/user_guide/messages/messages_overview.html,https://pylint.readthedocs.io/en/v2.15.10/user_guide/messages/messages_overview.html,200,text retrieved; not a claim-validation verdict,2a790d430f1a19a7034a62f73efc37e0fb253d46ae525ef647ba1107d39b666b
https://pylint.readthedocs.io/en/v2.15.10/user_guide/messages/refactor/too-many-statements.html,https://pylint.readthedocs.io/en/v2.15.10/user_guide/messages/refactor/too-many-statements.html,200,text retrieved; not a claim-validation verdict,f10ff38eb50185c173f345de13838c0622eb1fa25347cbf59a593c21b976c4b4
https://pypi.org/project/ruff/0.0.183/,https://pypi.org/project/ruff/0.0.183/,200,challenge-page; not source content,32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea
https://pypi.org/project/ruff/0.0.146/,https://pypi.org/project/ruff/0.0.146/,200,challenge-page; not source content,32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea
https://pypi.org/project/mypy/0.991/,https://pypi.org/project/mypy/0.991/,200,challenge-page; not source content,32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea
https://pypi.org/project/mypy/0.981/,https://pypi.org/project/mypy/0.981/,200,challenge-page; not source content,32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea
https://pylint.readthedocs.io/en/v2.14.5/user_guide/messages/refactor/duplicate-code.html,https://pylint.readthedocs.io/en/v2.14.5/user_guide/messages/refactor/duplicate-code.html,200,text retrieved; not a claim-validation verdict,717e8f24e9ec3a61c167a85bb09554968c2ee6ee1172ca1812b90b1b7ceaaae4
https://pylint.readthedocs.io/en/v2.14.5/user_guide/checkers/features.html,https://pylint.readthedocs.io/en/v2.14.5/user_guide/checkers/features.html,200,text retrieved; not a claim-validation verdict,044986dc43e7d3dbafcb1b5357effd8fc53a6904274e2d7c7802f1a1f7b9630d
https://pylint.readthedocs.io/en/v2.14.5/user_guide/messages/messages_overview.html,https://pylint.readthedocs.io/en/v2.14.5/user_guide/messages/messages_overview.html,200,text retrieved; not a claim-validation verdict,abf60dc254b92f1d878f5a7f70369da1a5636d4ac2978112b50d3f64b5a461d0
https://pylint.readthedocs.io/en/v2.14.5/user_guide/checkers/index.html,https://pylint.readthedocs.io/en/v2.14.5/user_guide/checkers/index.html,200,text retrieved; not a claim-validation verdict,8f78d544261b5a44a732ad064534470685514662ef1e3afeb409e4d33409b4c5
https://pylint.readthedocs.io/en/v2.14.5/user_guide/messages/refactor/too-many-statements.html,https://pylint.readthedocs.io/en/v2.14.5/user_guide/messages/refactor/too-many-statements.html,200,text retrieved; not a claim-validation verdict,64fedbf674d4dcefc74867b97cb94aa1b7c1683be920da439102c173d87dcaa6
https://pylint.readthedocs.io/en/v2.14.5/user_guide/messages/refactor/too-many-branches.html,https://pylint.readthedocs.io/en/v2.14.5/user_guide/messages/refactor/too-many-branches.html,200,text retrieved; not a claim-validation verdict,8c869498091fa2afa169fa1a42334088877f279e059e4bf054f0f163090582d9
https://pylint.readthedocs.io/en/v2.14.5/user_guide/configuration/all-options.html,https://pylint.readthedocs.io/en/v2.14.5/user_guide/configuration/all-options.html,200,text retrieved; not a claim-validation verdict,086cff230db93d441c97db7a46143bddc99e58a96110437f66e471ed14e34de0
https://pypi.org/project/mypy/0.961/,https://pypi.org/project/mypy/0.961/,200,challenge-page; not source content,32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea
https://pylint.readthedocs.io/en/v2.13.9/messages/refactor/duplicate-code.html,https://pylint.readthedocs.io/en/v2.13.9/messages/refactor/duplicate-code.html,200,text retrieved; not a claim-validation verdict,7467900932391b3deef14b8e4a9f969a82c7027e9933523c0420cc30d6f3c796
https://pylint.readthedocs.io/en/v2.13.9/technical_reference/features.html,https://pylint.readthedocs.io/en/v2.13.9/technical_reference/features.html,200,text retrieved; not a claim-validation verdict,206c8d7ad194cb91526b276f3233e95294a3117c79c0452c6d50f7353987b3ff
https://pylint.readthedocs.io/en/v2.13.9/messages/refactor/too-many-branches.html,https://pylint.readthedocs.io/en/v2.13.9/messages/refactor/too-many-branches.html,200,text retrieved; not a claim-validation verdict,501876319960f21621daec8bab34670779f35babb3a4202c47e1cbdc04cc0f19
https://pylint.readthedocs.io/en/v2.10.2/technical_reference/features.html,https://pylint.readthedocs.io/en/v2.10.2/technical_reference/features.html,200,text retrieved; not a claim-validation verdict,166a061baac05da59ba4a9a8eaaed3dad70ff597687c43e6525e2e4671019d85
https://pypi.org/project/mypy/0.1/,https://pypi.org/project/mypy/0.1/,200,challenge-page; not source content,32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea
https://mypy.readthedocs.io/en/stable/inline_config.html,https://mypy.readthedocs.io/en/stable/inline_config.html,200,text retrieved; not a claim-validation verdict,d330c1345264cab9461fff67ee3a54e26192adfe64ff1b094dcaf107f72e7c27
https://mypy.readthedocs.io/en/stable/dynamic_typing.html,https://mypy.readthedocs.io/en/stable/dynamic_typing.html,200,text retrieved; not a claim-validation verdict,7356848271875a0d0453c2485917fc0cf201727a137ebc3680e741a094194089
https://mypy.readthedocs.io/en/stable/changelog.html,https://mypy.readthedocs.io/en/stable/changelog.html,200,text retrieved; not a claim-validation verdict,c8acf1e74473396fa1e26f5f190dc63ef7a70a2fa4e35c0ceafb9534ac7483ce
https://mypy.readthedocs.io/en/stable/,https://mypy.readthedocs.io/en/stable/,200,text retrieved; not a claim-validation verdict,21ec2115c1bfd0b3f302dba5beaa578ee0aec77dda5da73e0556477e352be1c0
https://mypy.readthedocs.io/en/latest/,https://mypy.readthedocs.io/en/latest/,200,text retrieved; not a claim-validation verdict,26ec250df9f7b093bb0fb6d877de9eddb2c7563f00363a6d1eed3084c5f3dae4
https://mypy.readthedocs.io/en/latest/genindex.html,https://mypy.readthedocs.io/en/latest/genindex.html,200,text retrieved; not a claim-validation verdict,98ba5ac877147da116e3847e96118b205797decd68eb3fe829bd726e876c41a8
https://mypy.readthedocs.io/en/latest/common_issues.html,https://mypy.readthedocs.io/en/latest/common_issues.html,200,text retrieved; not a claim-validation verdict,3821772a4625e282cf9e790a5478bbcc35d77ea555b1ae1c457d57cb0eb5852a
https://mypy.readthedocs.io/en/stable/error_codes.html,https://mypy.readthedocs.io/en/stable/error_codes.html,200,text retrieved; not a claim-validation verdict,90dfc912ba55a5aa2ccc4850cfb349fd976e65572d8d7cc80e10ee838b437d0c
https://mypy.readthedocs.io/en/latest/type_inference_and_annotations.html,https://mypy.readthedocs.io/en/latest/type_inference_and_annotations.html,200,text retrieved; not a claim-validation verdict,e25ee9f54444c80dbc6b2330907ede00c14f12c03b393bf906abb76408b86015
https://mypy.readthedocs.io/en/stable/kinds_of_types.html,https://mypy.readthedocs.io/en/stable/kinds_of_types.html,200,text retrieved; not a claim-validation verdict,9b5e0782ab0d94579f5204eb4cfd98662c22c195b1888b66e5ee9f1e52b1db87
https://mypy.readthedocs.io/en/latest/final_attrs.html,https://mypy.readthedocs.io/en/latest/final_attrs.html,200,text retrieved; not a claim-validation verdict,d6442f58fdd35a9236a26986739c90b7e111c054cdbb87107afde70311d347a9
https://mypy.readthedocs.io/en/latest/command_line.html?highlight=json,https://mypy.readthedocs.io/en/latest/command_line.html?highlight=json,200,text retrieved; not a claim-validation verdict,491ef0302513f9b74d0f70b3bfc83ad6fd1c0076b50af4fdda3d9f0dc93a0409
https://mypy.readthedocs.io/en/stable/config_file.html?highlight=follow_imports,https://mypy.readthedocs.io/en/stable/config_file.html?highlight=follow_imports,200,text retrieved; not a claim-validation verdict,4925a24acffe354bb1d6309e6c6a613de452c0c9c69a8adf607f0bb185c5057b
https://mypy.readthedocs.io/en/stable/error_codes.html?highlight=type+ignore,https://mypy.readthedocs.io/en/stable/error_codes.html?highlight=type+ignore,200,text retrieved; not a claim-validation verdict,90dfc912ba55a5aa2ccc4850cfb349fd976e65572d8d7cc80e10ee838b437d0c
